,Gender,Age_Group,City,Smart_Phone,Tablet,Commuting_Mode,Commuting_Time,Commuting_Time_Minutes,No_of_Books_read_in_a_year,No_of_Books_read_in_a_year_Number,Start_Time_Slots,Event_Duration_Minutes_2_Weeks,Event_Duration_Minutes_3_Weeks,Event_Duration_Minutes_5_Weeks,Device_Type,Product_Running_Time,Completion_Rate_2_Weeks,Completion_Rate_5_Weeks,Genre,Subscription_Type,Membership_Duration,Average_Listening_Speed,Number_of_Audiobooks_Completed,Number_of_Audiobooks_Completed_Buckets,Number_of_Audiobooks_Purchased,Number_of_Audiobooks_Purchased_Buckets,Preferred_Listening_Time,Listening_Context,Listening_Device_Preference,Language_Preference,Accessibility_Features_Use,Download_vs_Streaming,Time_Spent_Browsing,Time_Spent_Browsing_Buckets,Genre_Exploration,Top 100 in Respective Genre,Product_Name,Publisher_Name,Product_Narrator,Number_Narrator,Repeat_Listening,Ratings_Given,Reviews_Written,Recommendations_Followed,Social_Sharing,Users_Retained_5Weeks,Engagement_Rate,Listening_Speed_Numeric
48,Male,25 - 30 years,Mumbai,IOS,No Tablet,Personal/Hired/Shared 4 Wheeler,16 mins - 1 hour,38,5 - 6 books,5,Late_Night_Early_Morning,1.0,8.0,10.0,Audible for iPhone (1000),644,0.0,2.0,Literature & Fiction,Per-book,2,1x,48,31 - 60 Books,46,31 - 60 Books,Evening,Exercising,PC,Spanish,False,Streaming,106,More than 100 Minutes,2,Not in Top 100,Q & A (filmed as Slumdog Millionaire) (Unabridged),Audible Studios,Christopher Simpson,1,True,5,False,True,True,0,0.5106382978723404,1.0
49,Male,18 - 24 years,Hyderabad,IOS,No Tablet,Personal/Hired/Shared 2 Wheeler,Less than 15 mins,15,5 - 6 books,5,Morning,18.0,18.0,36.0,Audible for iPhone (1000),36,50.0,100.0,Parenting & Relationships,Yearly,8,2x,43,31 - 60 Books,59,31 - 60 Books,Evening,Relaxing,PC,German,False,Download,59,31 - 60 Minutes,5,Not in Top 100,How Much Land Does a Man Need? (Unabridged),Jimcin Recordings,Walter Zimmerman,1,False,4,False,False,True,1,0.4215686274509804,2.0
50,Male,25 - 30 years,Chennai,IOS,Android Tablet,Personal/Hired/Shared 4 Wheeler,16 mins - 1 hour,38,2 - 4 books,3,Late_Evening_Night,1.0,17.0,18.0,Audible for iPhone (1000),14,7.000000000000001,100.0,Children's Audiobooks,Per-book,56,1.5x,24,11- 30 Books,2,Less than 10,Morning,Commuting,PC,Spanish,False,Download,104,More than 100 Minutes,9,Not in Top 100,Rapunzel (Unabridged),"PC Treasures, Inc.",Nigel Lambert,1,True,5,False,True,True,1,0.9230769230769231,1.5
51,Male,25 - 30 years,Hyderabad,Android,Android Tablet,Personal/Hired/Shared 4 Wheeler,16 mins - 1 hour,38,2 - 4 books,3,Late_Evening_Night,1.0,1.0,3.0,Audible for Android,160,1.0,2.0,Parenting & Relationships,Yearly,52,1.5x,42,31 - 60 Books,75,61 - 100 Books,Night,Commuting,Smartphone,German,True,Streaming,76,61 - 100 Minutes,7,Not in Top 100,Eat That Frog!: 21 Great Ways to Stop Procrastinating and Get More Done in Less Time (Unabridged),"Blackstone Audio, Inc.",Brian Tracy,1,True,4,False,True,False,0,0.358974358974359,1.5
52,Male,36 - 40 years,Bangalore,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,1 - 2 hours,90,More than 12 books,13,Afternoon_Early_Evening,2.0,5.0,7.0,Audible for Android,1015,0.0,1.0,Literature & Fiction,Yearly,56,1x,60,31 - 60 Books,53,31 - 60 Books,Afternoon,Exercising,Tablet,English,False,Streaming,59,31 - 60 Minutes,4,Not in Top 100,Age of Myth: Book One of The Legends of the First Empire (Unabridged),Recorded Books,Tim Gerard Reynolds,1,True,2,False,True,False,0,0.5309734513274337,1.0
53,Male,31 - 35 years,Hyderabad,Android,Android Tablet,Personal/Hired/Shared 4 Wheeler,16 mins - 1 hour,38,2 - 4 books,3,Late_Evening_Night,4.0,2.0,6.0,Audible for Android,521,1.0,1.0,Literature & Fiction,Monthly,11,2x,72,61 - 100 Books,95,61 - 100 Books,Afternoon,Commuting,Smartphone,English,False,Streaming,7,Less than 10 Minutes,9,Not in Top 100,"Twin Dragons: The Dragon Lords of Valdier, Book 7 (Unabridged)",S.E. Smith,David Brenin,1,False,3,True,True,True,0,0.4311377245508982,2.0
54,Male,18 - 24 years,Bangalore,Android,Android Tablet,Public Transport,16 mins - 1 hour,38,2 - 4 books,3,Morning,6.0,0.0,6.0,Audible for Android,356,2.0,2.0,Literature & Fiction,Yearly,49,1.5x,60,31 - 60 Books,43,31 - 60 Books,Night,Exercising,PC,French,False,Streaming,97,61 - 100 Minutes,9,Not in Top 100,Star Wars (Dramatized),"HighBridge, a division of Recorded Books","Mark Hamill, Anthony Daniels",2,True,3,False,False,True,0,0.5825242718446602,1.5
55,Male,25 - 30 years,Bangalore,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,16 mins - 1 hour,38,5 - 6 books,5,Late_Night_Early_Morning,1.0,1.0,1.0,Audible for Android,219,0.0,0.0,Business & Money,Per-book,20,2x,57,31 - 60 Books,2,Less than 10,Morning,Exercising,Smartphone,French,False,Streaming,29,11- 30 Minutes,3,Not in Top 100,Financial Statements: A Step-by-Step Guide to Understanding and Creating Financial Reports,"Listen & Live Audio, Inc.",Chris Ensweiler,1,True,1,False,True,False,0,0.9661016949152542,2.0
56,Male,31 - 35 years,Delhi,Android,No Tablet,Public Transport,1 - 2 hours,90,5 - 6 books,5,Morning,1.0,1.0,2.0,Audible for Android,435,0.0,0.0,Literature & Fiction,Monthly,41,1.75x,99,61 - 100 Books,17,11- 30 Books,Night,Exercising,Smart Speaker,Other,False,Download,111,More than 100 Minutes,1,Not in Top 100,Something Fresh (Unabridged),"Blackstone Audio, Inc.",Frederick Davidson,1,False,2,True,True,False,0,0.853448275862069,1.75
57,Male,25 - 30 years,Bangalore,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,16 mins - 1 hour,38,7 - 12 books,9,Morning,1.0,1.0,2.0,Audible for Android,570,0.0,0.0,Literature & Fiction,Monthly,57,2x,76,61 - 100 Books,65,61 - 100 Books,Afternoon,Relaxing,PC,French,False,Download,108,More than 100 Minutes,5,Not in Top 100,An Uncommon Bond (Unabridged),"Blackstone Audio, Inc.",Ray Chase,1,False,2,False,True,True,0,0.5390070921985816,2.0
58,Male,25 - 30 years,Bangalore,IOS,No Tablet,Personal/Hired/Shared 2 Wheeler,16 mins - 1 hour,38,5 - 6 books,5,Late_Evening_Night,14.0,1.0,15.0,Audible for iPhone (1000),77,18.0,19.0,Teen & Young Adult,Per-book,16,1.25x,22,11- 30 Books,84,61 - 100 Books,Night,Relaxing,PC,Spanish,True,Streaming,8,Less than 10 Minutes,1,Not in Top 100,"Talk English: The Secret To Speak English Like A Native In 6 Months For Busy People, Learn Spoken English From The Success (U...",Fluent English Publishing,Scott P. Delaney,1,True,3,True,True,False,0,0.20754716981132076,1.25
59,Male,18 - 24 years,Chennai,Android,No Tablet,Personal/Hired/Shared 2 Wheeler,16 mins - 1 hour,38,2 - 4 books,3,Late_Evening_Night,0.0,0.0,0.0,Audible for Android,351,0.0,0.0,Lifestyle,Yearly,9,1.75x,93,61 - 100 Books,84,61 - 100 Books,Afternoon,Exercising,Tablet,French,False,Download,109,More than 100 Minutes,9,Not in Top 100,Himalaya,Audible Studios,Michael Palin,1,False,3,True,False,True,0,0.5254237288135594,1.75
60,Male,25 - 30 years,Chennai,Both Phones,No Tablet,walk,16 mins - 1 hour,38,1 book,1,Afternoon_Early_Evening,1.0,0.0,1.0,Audible for Android,11,9.0,9.0,Literature & Fiction,Per-book,25,1.75x,33,31 - 60 Books,5,Less than 10,Morning,Working,Tablet,Other,False,Streaming,106,More than 100 Minutes,5,Not in Top 100,The Model Millionaire,One Voice Recordings,David Ian Davies,1,True,1,True,True,False,0,0.868421052631579,1.75
61,Male,18 - 24 years,Hyderabad,Android,No Tablet,walk,16 mins - 1 hour,38,More than 12 books,13,Afternoon_Early_Evening,24.0,24.0,47.0,Audible for Android,514,5.0,9.0,Mysteries & Thrillers,Yearly,1,2x,1,Less than 10,87,61 - 100 Books,Night,Working,Smart Speaker,Other,False,Streaming,28,11- 30 Minutes,4,Not in Top 100,Unfinished Portrait (Unabridged),Audible Studios,Anna Bentinck,1,False,2,True,False,True,0,0.011363636363636364,2.0
62,Female,31 - 35 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,16 mins - 1 hour,38,More than 12 books,13,Late_Evening_Night,7.0,7.0,13.0,Audible for Android,2631,0.0,0.0,Literature & Fiction,Per-book,12,1.5x,32,31 - 60 Books,47,31 - 60 Books,Afternoon,Relaxing,Tablet,German,False,Streaming,35,31 - 60 Minutes,1,Not in Top 100,Voyager (Unabridged),Recorded Books,Davina Porter,1,False,1,False,False,True,0,0.4050632911392405,1.5
63,Male,25 - 30 years,Bangalore,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,16 mins - 1 hour,38,7 - 12 books,9,Afternoon_Early_Evening,10.0,10.0,19.0,Audible for Android,1063,1.0,2.0,Literature & Fiction,Monthly,27,1.25x,86,61 - 100 Books,74,61 - 100 Books,Evening,Commuting,PC,Other,False,Streaming,86,61 - 100 Minutes,2,Not in Top 100,The Time Traveler's Wife (Unabridged),"HighBridge, a division of Recorded Books","Fred Berman, Phoebe Strole",2,True,2,False,True,False,0,0.5375,1.25
64,Male,25 - 30 years,Chennai,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,1 - 2 hours,90,5 - 6 books,5,Late_Evening_Night,13.0,13.0,27.0,Audible for Android,663,2.0,4.0,Mysteries & Thrillers,Monthly,29,1x,77,61 - 100 Books,13,11- 30 Books,Morning,Relaxing,Smart Speaker,Other,False,Streaming,79,61 - 100 Minutes,2,Not in Top 100,Eyes (Unabridged),Recorded Books,Therese Plummer,1,False,1,True,False,True,0,0.8555555555555555,1.0
65,Male,31 - 35 years,Bangalore,IOS,No Tablet,Personal/Hired/Shared 4 Wheeler,1 - 2 hours,90,More than 12 books,13,Afternoon_Early_Evening,2.0,2.0,3.0,Audible for iPhone (1000),863,0.0,0.0,Social Sciences,Monthly,25,1.5x,61,61 - 100 Books,89,61 - 100 Books,Evening,Relaxing,Tablet,English,False,Streaming,101,More than 100 Minutes,7,Not in Top 100,"Magnificent Delusions: Pakistan, the United States, and an Epic History of Misunderstanding (Unabridged)","Blackstone Audio, Inc.",Ralph Lister,1,True,5,False,False,True,0,0.4066666666666667,1.5
66,Male,25 - 30 years,Bangalore,IOS,No Tablet,Personal/Hired/Shared 4 Wheeler,16 mins - 1 hour,38,5 - 6 books,5,Late_Evening_Night,6.0,1.0,6.0,Audible for iPhone (1000),172,3.0,3.0,Education & Teaching,Per-book,24,1x,18,11- 30 Books,13,11- 30 Books,Morning,Exercising,PC,Other,False,Streaming,33,31 - 60 Minutes,8,Not in Top 100,Vocabulary Energizers: Volume 1 (Unabridged),Recorded Books,Robert O???Keefe,1,True,2,True,False,False,0,0.5806451612903226,1.0
67,Male,36 - 40 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,16 mins - 1 hour,38,More than 12 books,13,Afternoon_Early_Evening,0.0,0.0,1.0,Audible for Android,577,0.0,0.0,Literature & Fiction,Monthly,44,1.75x,42,31 - 60 Books,82,61 - 100 Books,Night,Working,PC,Spanish,False,Streaming,113,More than 100 Minutes,2,Not in Top 100,Jaws (Unabridged),"Blackstone Audio, Inc.",Erik Steele,1,False,1,True,True,False,0,0.3387096774193548,1.75
68,Male,25 - 30 years,Chennai,Android,No Tablet,walk,16 mins - 1 hour,38,7 - 12 books,9,Afternoon_Early_Evening,0.0,19.0,19.0,Audible for Android,385,0.0,5.0,Parenting & Relationships,Yearly,19,1.75x,57,31 - 60 Books,77,61 - 100 Books,Afternoon,Exercising,Tablet,Other,True,Streaming,30,11- 30 Minutes,2,Not in Top 100,"Zero Limits: The Secret Hawaiian System for Wealth, Health, Peace, and More (Unabridged)","Gildan Media, LLC",Joe Vitale and Ihaleakala Hew Len,1,True,4,True,False,False,0,0.4253731343283582,1.75
69,Male,25 - 30 years,Bangalore,IOS,No Tablet,Personal/Hired/Shared 4 Wheeler,1 - 2 hours,90,5 - 6 books,5,Afternoon_Early_Evening,0.0,0.0,1.0,Audible for iPhone (1000),1093,0.0,0.0,Social Sciences,Monthly,59,1.25x,84,61 - 100 Books,41,31 - 60 Books,Night,Relaxing,Smartphone,French,True,Download,64,61 - 100 Minutes,2,Not in Top 100,Necessary Illusions: Thought Control in Democratic Societies,Audible Studios,Kevin Stillwell,1,False,3,False,False,False,0,0.672,1.25
70,Male,25 - 30 years,Hyderabad,IOS,No Tablet,Personal/Hired/Shared 4 Wheeler,16 mins - 1 hour,38,2 - 4 books,3,Afternoon_Early_Evening,1.0,1.0,1.0,Audible for iPhone (1000),1111,0.0,0.0,Business & Money,Yearly,13,1.5x,90,61 - 100 Books,98,61 - 100 Books,Night,Working,PC,English,True,Streaming,115,More than 100 Minutes,3,Not in Top 100,Basic Economics: A Citizen's Guide to the Economy (Unabridged),"Blackstone Audio, Inc.",Brian Emerson,1,False,4,True,True,True,0,0.4787234042553192,1.5
71,Female,36 - 40 years,Hyderabad,IOS,No Tablet,Personal/Hired/Shared 4 Wheeler,Less than 15 mins,15,2 - 4 books,3,Afternoon_Early_Evening,1.0,9.0,10.0,Audible for iPhone (1000),23,4.0,43.0,Children's Audiobooks,Per-book,22,1.25x,7,Less than 10,33,31 - 60 Books,Afternoon,Working,Tablet,Spanish,True,Download,29,11- 30 Minutes,3,Not in Top 100,The Ugly Duckling (Unabridged),Jimcin Recordings,"Walter Zimmerman, Jack Benson",2,False,4,False,False,True,0,0.175,1.25
72,Male,25 - 30 years,Chennai,Android,No Tablet,Personal/Hired/Shared 2 Wheeler,16 mins - 1 hour,38,5 - 6 books,5,Late_Evening_Night,0.0,0.0,1.0,Audible for Android,609,0.0,0.0,Mysteries & Thrillers,Yearly,52,1x,92,61 - 100 Books,2,Less than 10,Morning,Relaxing,Tablet,English,False,Download,103,More than 100 Minutes,5,Not in Top 100,The Adventures of Sherlock Holmes (Unabridged),Tantor Audio,Simon Prebble,1,True,5,False,False,False,0,0.9787234042553191,1.0
73,Male,25 - 30 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,1 - 2 hours,90,5 - 6 books,5,Morning,3.0,2.0,5.0,Audible for Android,631,0.0,1.0,Education & Teaching,Per-book,23,1.5x,73,61 - 100 Books,71,61 - 100 Books,Afternoon,Relaxing,Smartphone,Spanish,False,Download,74,61 - 100 Minutes,3,Not in Top 100,Introvert Power: Why Your Inner Life Is Your Hidden Strength (Unabridged),Tantor Audio,Susan Boyce,1,True,4,False,True,True,0,0.5069444444444444,1.5
74,Male,25 - 30 years,Bangalore,IOS,No Tablet,Personal/Hired/Shared 4 Wheeler,More than 2 hours,135,2 - 4 books,3,Afternoon_Early_Evening,23.0,7.0,30.0,Audible for iPhone (1000),160,14.000000000000002,19.0,Religion & Spirituality,Monthly,25,2x,76,61 - 100 Books,7,Less than 10,Night,Exercising,Smart Speaker,German,True,Streaming,119,More than 100 Minutes,5,In top 100,The Monk Who Sold His Ferrari,"Sharma Leadership International, Inc.",Robin Sharma,1,True,5,False,False,True,0,0.9156626506024096,2.0
75,Male,25 - 30 years,Chennai,Android,No Tablet,Personal/Hired/Shared 2 Wheeler,16 mins - 1 hour,38,5 - 6 books,5,Morning,0.0,0.0,1.0,Audible for Android,581,0.0,0.0,Mysteries & Thrillers,Per-book,33,2x,62,61 - 100 Books,46,31 - 60 Books,Night,Commuting,Tablet,Spanish,False,Streaming,44,31 - 60 Minutes,3,Not in Top 100,Strangers on a Train (Unabridged),"Blackstone Audio, Inc.",Bronson Pinchot,1,True,5,False,True,False,0,0.5740740740740741,2.0
76,Male,18 - 24 years,Chennai,Android,No Tablet,Public Transport,16 mins - 1 hour,38,5 - 6 books,5,Afternoon_Early_Evening,0.0,0.0,1.0,Audible for Android,197,0.0,1.0,Parenting & Relationships,Yearly,36,1x,63,61 - 100 Books,50,31 - 60 Books,Night,Relaxing,PC,Spanish,False,Streaming,18,11- 30 Minutes,5,Not in Top 100,"You Can Read Anyone: Never Be Fooled, Lied to, or Taken Advantage of Again (Unabridged)","Gildan Media, LLC",David J. Lieberman,1,False,4,False,False,False,0,0.5575221238938053,1.0
77,Male,25 - 30 years,Chennai,Android,No Tablet,walk,16 mins - 1 hour,38,7 - 12 books,9,Morning,21.0,21.0,42.0,Audible for Android,514,4.0,8.0,Mysteries & Thrillers,Yearly,20,1.5x,50,31 - 60 Books,91,61 - 100 Books,Afternoon,Relaxing,Tablet,Other,True,Download,48,31 - 60 Minutes,5,Not in Top 100,Unfinished Portrait (Unabridged),Audible Studios,Anna Bentinck,1,True,2,False,False,True,0,0.3546099290780142,1.5
78,Do not wish to answer,36 - 40 years,Bangalore,IOS,No Tablet,Personal/Hired/Shared 4 Wheeler,More than 2 hours,135,2 - 4 books,3,Afternoon_Early_Evening,1.0,10.0,11.0,Audible for iPhone (1000),510,0.0,2.0,Parenting & Relationships,Per-book,24,2x,35,31 - 60 Books,75,61 - 100 Books,Night,Relaxing,Smart Speaker,French,False,Streaming,46,31 - 60 Minutes,9,Not in Top 100,Time Power: A Proven System for Getting More Done in Less Time Than You Ever Thought Possible (Unabridged),"Gildan Media, LLC",Brian Tracy,1,True,1,False,False,False,0,0.3181818181818182,2.0
79,Female,18 - 24 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,16 mins - 1 hour,38,2 - 4 books,3,Late_Evening_Night,21.0,24.0,45.0,Audible for Android,680,3.0,7.000000000000001,Literature & Fiction,Monthly,4,1.5x,62,61 - 100 Books,32,31 - 60 Books,Afternoon,Working,Smartphone,English,False,Download,16,11- 30 Minutes,8,Not in Top 100,To Love Jason Thorn (Unabridged),Tantor Audio,"Lidia Dornet, Sebastian York",2,False,3,True,False,True,0,0.6595744680851063,1.5
80,Male,31 - 35 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 2 Wheeler,16 mins - 1 hour,38,2 - 4 books,3,Late_Evening_Night,11.0,7.0,17.0,Audible for Android,577,2.0,3.0,Literature & Fiction,Per-book,1,1.75x,94,61 - 100 Books,24,11- 30 Books,Night,Working,Smart Speaker,German,True,Download,28,11- 30 Minutes,2,Not in Top 100,Jaws (Unabridged),"Blackstone Audio, Inc.",Erik Steele,1,False,2,True,True,False,0,0.7966101694915254,1.75
81,Male,18 - 24 years,Other Cities,Android,No Tablet,Personal/Hired/Shared 2 Wheeler,Less than 15 mins,15,5 - 6 books,5,Late_Evening_Night,0.0,0.0,1.0,Audible for Android,90,0.0,1.0,Parenting & Relationships,Yearly,37,1.5x,55,31 - 60 Books,2,Less than 10,Evening,Relaxing,Smart Speaker,Spanish,False,Download,54,31 - 60 Minutes,4,Not in Top 100,How to Live on 24 Hours a Day (Unabridged),Audible Studios,Eric Brooks,1,False,1,True,True,False,0,0.9649122807017544,1.5
82,Male,18 - 24 years,Hyderabad,Both Phones,Android Tablet,Personal/Hired/Shared 4 Wheeler,1 - 2 hours,90,7 - 12 books,9,Morning,0.0,0.0,1.0,Audible for iPhone (1000),208,0.0,0.0,Business & Money,Per-book,58,1.75x,72,61 - 100 Books,53,31 - 60 Books,Evening,Relaxing,PC,Other,True,Streaming,71,61 - 100 Minutes,6,In top 100,"How I Made $2,000,000 in the Stock Market (Unabridged)",BN Publishing,Jason McCoy,1,False,1,True,True,True,0,0.576,1.75
83,Male,18 - 24 years,Hyderabad,IOS,IOS Tablet,Personal/Hired/Shared 2 Wheeler,16 mins - 1 hour,38,5 - 6 books,5,Afternoon_Early_Evening,14.0,14.0,28.0,Audible for iPhone (1000),1988,1.0,1.0,Literature & Fiction,Monthly,4,2x,3,Less than 10,19,11- 30 Books,Evening,Exercising,PC,French,False,Streaming,115,More than 100 Minutes,8,Not in Top 100,The Sialkot Saga (Unabridged),Audible Studios,Sagar Arya,1,True,2,False,True,False,0,0.13636363636363635,2.0
84,Male,25 - 30 years,Bangalore,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,16 mins - 1 hour,38,More than 12 books,13,Afternoon_Early_Evening,0.0,0.0,1.0,Audible for Android,1498,0.0,0.0,Mysteries & Thrillers,Yearly,51,1.25x,81,61 - 100 Books,62,61 - 100 Books,Evening,Exercising,Smart Speaker,French,False,Download,39,31 - 60 Minutes,9,Not in Top 100,The Krishna Key (Unabridged),Audible Studios,Nikesh Patel,1,True,3,False,False,True,0,0.5664335664335665,1.25
85,Male,18 - 24 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,16 mins - 1 hour,38,1 book,1,Late_Evening_Night,1.0,1.0,2.0,Audible for Android,199,1.0,1.0,Literature & Fiction,Yearly,2,1x,25,11- 30 Books,4,Less than 10,Afternoon,Commuting,Smart Speaker,German,True,Streaming,60,31 - 60 Minutes,5,Not in Top 100,One Flew Over the Cuckoo's Nest,"HighBridge, a division of Recorded Books",Ken Kesey,1,False,3,True,True,True,0,0.8620689655172413,1.0
86,Male,31 - 35 years,Mumbai,IOS,Android Tablet,Personal/Hired/Shared 2 Wheeler,1 - 2 hours,90,2 - 4 books,3,Morning,15.0,2.0,18.0,Audible for iPhone (1000),77,19.0,23.0,Teen & Young Adult,Per-book,14,1.75x,61,61 - 100 Books,87,61 - 100 Books,Evening,Relaxing,PC,Other,True,Download,70,61 - 100 Minutes,8,Not in Top 100,"Talk English: The Secret To Speak English Like A Native In 6 Months For Busy People, Learn Spoken English From The Success (U...",Fluent English Publishing,Scott P. Delaney,1,True,5,True,True,True,0,0.41216216216216217,1.75
87,Female,25 - 30 years,Chennai,Android,IOS Tablet,Personal/Hired/Shared 4 Wheeler,16 mins - 1 hour,38,5 - 6 books,5,Morning,4.0,4.0,8.0,Audible for Android,376,1.0,2.0,Parenting & Relationships,Yearly,16,1.25x,75,61 - 100 Books,59,31 - 60 Books,Morning,Relaxing,PC,German,False,Streaming,97,61 - 100 Minutes,5,Not in Top 100,Mindfulness in Plain English (Unabridged),Audible Studios,Edoardo Ballerini,1,True,5,False,True,False,0,0.5597014925373134,1.25
88,Male,25 - 30 years,Bangalore,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,16 mins - 1 hour,38,2 - 4 books,3,Morning,6.0,4.0,9.0,Audible for Android,160,4.0,6.0,Parenting & Relationships,Per-book,11,1.25x,97,61 - 100 Books,8,Less than 10,Evening,Working,Tablet,German,False,Streaming,102,More than 100 Minutes,6,Not in Top 100,Eat That Frog!: 21 Great Ways to Stop Procrastinating and Get More Done in Less Time (Unabridged),"Blackstone Audio, Inc.",Brian Tracy,1,True,5,False,False,True,0,0.9238095238095239,1.25
89,Female,25 - 30 years,Bangalore,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,Less than 15 mins,15,2 - 4 books,3,Late_Evening_Night,0.0,0.0,1.0,Audible for Android,383,0.0,0.0,Parenting & Relationships,Monthly,58,2x,87,61 - 100 Books,22,11- 30 Books,Evening,Relaxing,Smart Speaker,German,False,Download,113,More than 100 Minutes,8,Not in Top 100,Why We Love the Way We Do (Unabridged),Audible Studios,Bhavnisha Parmar,1,True,1,True,True,False,0,0.7981651376146789,2.0
90,Male,18 - 24 years,Bangalore,Android,No Tablet,walk,Less than 15 mins,15,7 - 12 books,9,Late_Evening_Night,8.0,8.0,15.0,Audible for Android,356,2.0,4.0,Literature & Fiction,Monthly,42,1.25x,38,31 - 60 Books,8,Less than 10,Evening,Commuting,Smartphone,German,False,Streaming,82,61 - 100 Minutes,8,Not in Top 100,Star Wars (Dramatized),"HighBridge, a division of Recorded Books","Mark Hamill, Anthony Daniels",2,False,4,True,False,False,0,0.8260869565217391,1.25
91,Male,36 - 40 years,Chennai,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,1 - 2 hours,90,5 - 6 books,5,Morning,5.0,5.0,10.0,Audible for Android,144,3.0,7.000000000000001,Religion & Spirituality,Monthly,25,1x,14,11- 30 Books,90,61 - 100 Books,Night,Relaxing,Smart Speaker,German,False,Streaming,19,11- 30 Minutes,6,Not in Top 100,The Guiding Light. A Selection of Quotations from My Favourite Books (Unabridged),Audible Studios,Sam Dastor,1,True,3,True,False,True,0,0.1346153846153846,1.0
92,Male,25 - 30 years,Hyderabad,Android,Android Tablet,Personal/Hired/Shared 4 Wheeler,1 - 2 hours,90,7 - 12 books,9,Afternoon_Early_Evening,2.0,2.0,3.0,Audible for Android,414,0.0,1.0,Religion & Spirituality,Yearly,54,2x,2,Less than 10,24,11- 30 Books,Afternoon,Relaxing,Tablet,English,False,Download,84,61 - 100 Minutes,1,Not in Top 100,Rearming Hinduism. Nature Hinduphobia and the Return of Indian Intelligence (Unabridged),Audible Studios,P. J. Ochlan,1,False,1,True,False,False,0,0.07692307692307693,2.0
